,Washington FLL Eastern Spokane Qualifier Saturday,Washington FLL Eastern Spokane Qualifier Sunday,Washington FLL Central South Pasco Qualifier ,Washington FLL Central South Tri-Cities Qualifier Saturday,Washington FLL Eastside Issaquah Sunday,Washington FLL North Sound Snohomish Qualifier Saturday,Washington FLL North Sound Snohomish Qualifier Sunday,Washington FLL North Sound Everett Qualifier Saturday ,Washington FLL North Sound Everett Qualifier Sunday,Washington FLL Eastside Bellevue Qualifier Saturday,Washington FLL Eastside Bellevue Qualifier Sunday ,Washington FLL South Federal Way Qualifier Saturday,Washington FLL South Federal Way Qualifier Sunday ,Washington FLL South Sound Tacoma Qualifier Sunday 
31690,406.2331957787095,406.2331957787095,303.4662111387562,301.64315099494206,42.94699467179313,40.71271265625149,40.71271265625149,37.38058736119964,37.38058736119964,25.04690731855795,25.04690731855795,42.79858714908843,42.79858714908843,44.7557600330036
2120,376.55036994233456,376.55036994233456,276.30640325937577,274.7569001523281,16.613631224626996,27.00879637640222,27.00879637640222,31.129300550575003,31.129300550575003,4.846734110723902,4.846734110723902,35.4147624640758,35.4147624640758,47.63466436840845
62803,105.4132061231539,105.4132061231539,273.1943172634832,279.286250552223,362.504723918168,358.37523206096677,358.37523206096677,365.4140629432391,365.4140629432391,372.9417775498401,372.9417775498401,387.36055879172187,387.36055879172187,403.80779150147185
63149,366.6613365284491,366.6613365284491,260.87480413482064,259.1851057091061,0.0,40.54530211895978,40.54530211895978,46.37485163070469,46.37485163070469,19.745555455983805,19.745555455983805,28.31667913658266,28.31667913658266,43.96989336779525
60040,427.1848774456737,427.1848774456737,339.0617237878888,337.6699077584068,79.58477877335616,53.80822272760071,53.80822272760071,45.07718991652721,45.07718991652721,59.84933488293498,59.84933488293498,84.78436037085827,84.78436037085827,85.54780530582971
60041,427.1848774456737,427.1848774456737,339.0617237878888,337.6699077584068,79.58477877335616,53.80822272760071,53.80822272760071,45.07718991652721,45.07718991652721,59.84933488293498,59.84933488293498,84.78436037085827,84.78436037085827,85.54780530582971
52703,439.0650279628341,439.0650279628341,398.6014516090927,398.7530031789777,166.41365419638825,126.26466138408745,126.26466138408745,120.07840912438247,120.07840912438247,150.1683601457661,150.1683601457661,182.90234332827745,182.90234332827745,188.17600661263813
30041,434.3967852978211,434.3967852978211,391.152158665491,391.23528609754095,157.8583673245815,117.7324753148137,117.7324753148137,111.51859256179445,111.51859256179445,141.60729525121693,141.60729525121693,174.3724754821381,174.3724754821381,179.74380020596217
64077,413.26445325061,413.26445325061,314.5404959290064,312.83130725520476,53.66653411913844,42.02637029088174,42.02637029088174,36.24301083119318,36.24301083119318,34.49427055107769,34.49427055107769,55.24643418291387,55.24643418291387,56.274522290899014
63146,201.02081395124915,201.02081395124915,0.0,6.486169798610101,260.87480413482064,288.4529683387687,288.4529683387687,297.2769509856295,297.2769509856295,280.30173596421554,280.30173596421554,268.0098955334236,268.0098955334236,279.03361898141503
